attendance_id,enrollment_id,class_date,status
ATT001617,ENR00135,2024-03-18,Present
ATT001618,ENR00135,2024-03-25,Absent
ATT001619,ENR00135,2024-04-01,Present
ATT001620,ENR00135,2024-04-08,Late
ATT001621,ENR00136,2024-01-22,Present
ATT001622,ENR00136,2024-01-29,Present
ATT001623,ENR00136,2024-02-05,Present
ATT001624,ENR00136,2024-02-12,Absent
ATT001625,ENR00136,2024-02-19,Absent
ATT001626,ENR00136,2024-02-26,Present
ATT001627,ENR00136,2024-03-04,Present
ATT001628,ENR00136,2024-03-11,Late
ATT001629,ENR00136,2024-03-18,Absent
ATT001630,ENR00136,2024-03-25,Present
ATT001631,ENR00136,2024-04-01,Present
ATT001632,ENR00136,2024-04-08,Absent
ATT001633,ENR00137,2024-01-22,Present
ATT001634,ENR00137,2024-01-29,Late
ATT001635,ENR00137,2024-02-05,Present
ATT001636,ENR00137,2024-02-12,Present
ATT001637,ENR00137,2024-02-19,Present
ATT001638,ENR00137,2024-02-26,Present
ATT001639,ENR00137,2024-03-04,Present
ATT001640,ENR00137,2024-03-11,Present
ATT001641,ENR00137,2024-03-18,Present
ATT001642,ENR00137,2024-03-25,Late
ATT001643,ENR00137,2024-04-01,Present
ATT001644,ENR00137,2024-04-08,Late
ATT001645,ENR00138,2024-01-22,Present
ATT001646,ENR00138,2024-01-29,Present
ATT001647,ENR00138,2024-02-05,Present
ATT001648,ENR00138,2024-02-12,Present
ATT001649,ENR00138,2024-02-19,Present
ATT001650,ENR00138,2024-02-26,Present
ATT001651,ENR00138,2024-03-04,Present
ATT001652,ENR00138,2024-03-11,Present
ATT001653,ENR00138,2024-03-18,Present
ATT001654,ENR00138,2024-03-25,Late
ATT001655,ENR00138,2024-04-01,Present
ATT001656,ENR00138,2024-04-08,Absent
ATT001657,ENR00139,2024-01-22,Present
ATT001658,ENR00139,2024-01-29,Present
ATT001659,ENR00139,2024-02-05,Present
ATT001660,ENR00139,2024-02-12,Present
ATT001661,ENR00139,2024-02-19,Present
ATT001662,ENR00139,2024-02-26,Present
ATT001663,ENR00139,2024-03-04,Present
ATT001664,ENR00139,2024-03-11,Present
ATT001665,ENR00139,2024-03-18,Present
ATT001666,ENR00139,2024-03-25,Late
ATT001667,ENR00139,2024-04-01,Present
ATT001668,ENR00139,2024-04-08,Present
ATT001669,ENR00140,2024-01-22,Present
ATT001670,ENR00140,2024-01-29,Present
ATT001671,ENR00140,2024-02-05,Present
ATT001672,ENR00140,2024-02-12,Present
ATT001673,ENR00140,2024-02-19,Present
ATT001674,ENR00140,2024-02-26,Present
ATT001675,ENR00140,2024-03-04,Present
ATT001676,ENR00140,2024-03-11,Present
ATT001677,ENR00140,2024-03-18,Present
ATT001678,ENR00140,2024-03-25,Present
ATT001679,ENR00140,2024-04-01,Present
ATT001680,ENR00140,2024-04-08,Present
ATT001681,ENR00141,2024-01-22,Present
ATT001682,ENR00141,2024-01-29,Absent
ATT001683,ENR00141,2024-02-05,Absent
ATT001684,ENR00141,2024-02-12,Present
ATT001685,ENR00141,2024-02-19,Present
ATT001686,ENR00141,2024-02-26,Present
ATT001687,ENR00141,2024-03-04,Absent
ATT001688,ENR00141,2024-03-11,Absent
ATT001689,ENR00141,2024-03-18,Present
ATT001690,ENR00141,2024-03-25,Present
ATT001691,ENR00141,2024-04-01,Late
ATT001692,ENR00141,2024-04-08,Present
ATT001693,ENR00142,2024-01-22,Absent
ATT001694,ENR00142,2024-01-29,Present
ATT001695,ENR00142,2024-02-05,Present
ATT001696,ENR00142,2024-02-12,Late
ATT001697,ENR00142,2024-02-19,Late
ATT001698,ENR00142,2024-02-26,Absent
ATT001699,ENR00142,2024-03-04,Present
ATT001700,ENR00142,2024-03-11,Present
ATT001701,ENR00142,2024-03-18,Present
ATT001702,ENR00142,2024-03-25,Present
ATT001703,ENR00142,2024-04-01,Present
ATT001704,ENR00142,2024-04-08,Absent
ATT001705,ENR00143,2024-01-22,Late
ATT001706,ENR00143,2024-01-29,Present
ATT001707,ENR00143,2024-02-05,Present
ATT001708,ENR00143,2024-02-12,Present
ATT001709,ENR00143,2024-02-19,Absent
ATT001710,ENR00143,2024-02-26,Present
ATT001711,ENR00143,2024-03-04,Present
ATT001712,ENR00143,2024-03-11,Present
ATT001713,ENR00143,2024-03-18,Present
ATT001714,ENR00143,2024-03-25,Present
ATT001715,ENR00143,2024-04-01,Present
ATT001716,ENR00143,2024-04-08,Present
ATT001717,ENR00144,2024-01-22,Present
ATT001718,ENR00144,2024-01-29,Present
ATT001719,ENR00144,2024-02-05,Present
ATT001720,ENR00144,2024-02-12,Present
ATT001721,ENR00144,2024-02-19,Present
ATT001722,ENR00144,2024-02-26,Present
ATT001723,ENR00144,2024-03-04,Absent
ATT001724,ENR00144,2024-03-11,Present
ATT001725,ENR00144,2024-03-18,Present
ATT001726,ENR00144,2024-03-25,Late
ATT001727,ENR00144,2024-04-01,Present
ATT001728,ENR00144,2024-04-08,Absent
ATT001729,ENR00145,2024-01-22,Absent
ATT001730,ENR00145,2024-01-29,Absent
ATT001731,ENR00145,2024-02-05,Late
ATT001732,ENR00145,2024-02-12,Present
ATT001733,ENR00145,2024-02-19,Present
ATT001734,ENR00145,2024-02-26,Present
ATT001735,ENR00145,2024-03-04,Present
ATT001736,ENR00145,2024-03-11,Present
ATT001737,ENR00145,2024-03-18,Present
ATT001738,ENR00145,2024-03-25,Present
ATT001739,ENR00145,2024-04-01,Present
ATT001740,ENR00145,2024-04-08,Present
ATT001741,ENR00146,2024-01-22,Present
ATT001742,ENR00146,2024-01-29,Late
ATT001743,ENR00146,2024-02-05,Present
ATT001744,ENR00146,2024-02-12,Absent
ATT001745,ENR00146,2024-02-19,Present
ATT001746,ENR00146,2024-02-26,Present
ATT001747,ENR00146,2024-03-04,Present
ATT001748,ENR00146,2024-03-11,Present
ATT001749,ENR00146,2024-03-18,Absent
ATT001750,ENR00146,2024-03-25,Present
ATT001751,ENR00146,2024-04-01,Present
ATT001752,ENR00146,2024-04-08,Present
ATT001753,ENR00147,2024-01-22,Present
ATT001754,ENR00147,2024-01-29,Absent
ATT001755,ENR00147,2024-02-05,Absent
ATT001756,ENR00147,2024-02-12,Present
ATT001757,ENR00147,2024-02-19,Absent
ATT001758,ENR00147,2024-02-26,Absent
ATT001759,ENR00147,2024-03-04,Late
ATT001760,ENR00147,2024-03-11,Present
ATT001761,ENR00147,2024-03-18,Present
ATT001762,ENR00147,2024-03-25,Late
ATT001763,ENR00147,2024-04-01,Late
ATT001764,ENR00147,2024-04-08,Present
ATT001765,ENR00148,2024-01-22,Present
ATT001766,ENR00148,2024-01-29,Present
ATT001767,ENR00148,2024-02-05,Present
ATT001768,ENR00148,2024-02-12,Present
ATT001769,ENR00148,2024-02-19,Present
ATT001770,ENR00148,2024-02-26,Late
ATT001771,ENR00148,2024-03-04,Present
ATT001772,ENR00148,2024-03-11,Present
ATT001773,ENR00148,2024-03-18,Absent
ATT001774,ENR00148,2024-03-25,Present
ATT001775,ENR00148,2024-04-01,Present
ATT001776,ENR00148,2024-04-08,Present
ATT001777,ENR00149,2024-01-22,Present
ATT001778,ENR00149,2024-01-29,Present
ATT001779,ENR00149,2024-02-05,Present
ATT001780,ENR00149,2024-02-12,Present
ATT001781,ENR00149,2024-02-19,Absent
ATT001782,ENR00149,2024-02-26,Present
ATT001783,ENR00149,2024-03-04,Present
ATT001784,ENR00149,2024-03-11,Present
ATT001785,ENR00149,2024-03-18,Present
ATT001786,ENR00149,2024-03-25,Present
ATT001787,ENR00149,2024-04-01,Present
ATT001788,ENR00149,2024-04-08,Present
ATT001789,ENR00150,2024-01-22,Present
ATT001790,ENR00150,2024-01-29,Absent
ATT001791,ENR00150,2024-02-05,Present
ATT001792,ENR00150,2024-02-12,Present
ATT001793,ENR00150,2024-02-19,Absent
ATT001794,ENR00150,2024-02-26,Late
ATT001795,ENR00150,2024-03-04,Absent
ATT001796,ENR00150,2024-03-11,Present
ATT001797,ENR00150,2024-03-18,Present
ATT001798,ENR00150,2024-03-25,Absent
ATT001799,ENR00150,2024-04-01,Present
ATT001800,ENR00150,2024-04-08,Present
ATT001801,ENR00151,2024-01-22,Present
ATT001802,ENR00151,2024-01-29,Present
ATT001803,ENR00151,2024-02-05,Absent
ATT001804,ENR00151,2024-02-12,Absent
ATT001805,ENR00151,2024-02-19,Present
ATT001806,ENR00151,2024-02-26,Present
ATT001807,ENR00151,2024-03-04,Present
ATT001808,ENR00151,2024-03-11,Present
ATT001809,ENR00151,2024-03-18,Absent
ATT001810,ENR00151,2024-03-25,Present
ATT001811,ENR00151,2024-04-01,Present
ATT001812,ENR00151,2024-04-08,Present
ATT001813,ENR00152,2024-01-22,Present
ATT001814,ENR00152,2024-01-29,Present
ATT001815,ENR00152,2024-02-05,Present
ATT001816,ENR00152,2024-02-12,Present
ATT001817,ENR00152,2024-02-19,Present
ATT001818,ENR00152,2024-02-26,Present
ATT001819,ENR00152,2024-03-04,Present
ATT001820,ENR00152,2024-03-11,Present
ATT001821,ENR00152,2024-03-18,Present
ATT001822,ENR00152,2024-03-25,Absent
ATT001823,ENR00152,2024-04-01,Present
ATT001824,ENR00152,2024-04-08,Present
ATT001825,ENR00153,2024-01-22,Present
ATT001826,ENR00153,2024-01-29,Present
ATT001827,ENR00153,2024-02-05,Present
ATT001828,ENR00153,2024-02-12,Absent
ATT001829,ENR00153,2024-02-19,Present
ATT001830,ENR00153,2024-02-26,Absent
ATT001831,ENR00153,2024-03-04,Present
ATT001832,ENR00153,2024-03-11,Present
ATT001833,ENR00153,2024-03-18,Present
ATT001834,ENR00153,2024-03-25,Late
ATT001835,ENR00153,2024-04-01,Present
ATT001836,ENR00153,2024-04-08,Present
ATT001837,ENR00154,2024-01-22,Present
ATT001838,ENR00154,2024-01-29,Present
ATT001839,ENR00154,2024-02-05,Present
ATT001840,ENR00154,2024-02-12,Present
ATT001841,ENR00154,2024-02-19,Present
ATT001842,ENR00154,2024-02-26,Absent
ATT001843,ENR00154,2024-03-04,Present
ATT001844,ENR00154,2024-03-11,Present
ATT001845,ENR00154,2024-03-18,Present
ATT001846,ENR00154,2024-03-25,Present
ATT001847,ENR00154,2024-04-01,Present
ATT001848,ENR00154,2024-04-08,Present
ATT001849,ENR00155,2024-01-22,Present
ATT001850,ENR00155,2024-01-29,Present
ATT001851,ENR00155,2024-02-05,Present
ATT001852,ENR00155,2024-02-12,Present
ATT001853,ENR00155,2024-02-19,Present
ATT001854,ENR00155,2024-02-26,Present
ATT001855,ENR00155,2024-03-04,Present
ATT001856,ENR00155,2024-03-11,Present
ATT001857,ENR00155,2024-03-18,Present
ATT001858,ENR00155,2024-03-25,Present
ATT001859,ENR00155,2024-04-01,Present
ATT001860,ENR00155,2024-04-08,Present
ATT001861,ENR00156,2024-01-22,Present
ATT001862,ENR00156,2024-01-29,Absent
ATT001863,ENR00156,2024-02-05,Present
ATT001864,ENR00156,2024-02-12,Present
ATT001865,ENR00156,2024-02-19,Present
ATT001866,ENR00156,2024-02-26,Late
ATT001867,ENR00156,2024-03-04,Present
ATT001868,ENR00156,2024-03-11,Present
ATT001869,ENR00156,2024-03-18,Late
ATT001870,ENR00156,2024-03-25,Present
ATT001871,ENR00156,2024-04-01,Absent
ATT001872,ENR00156,2024-04-08,Present
ATT001873,ENR00157,2024-01-22,Present
ATT001874,ENR00157,2024-01-29,Present
ATT001875,ENR00157,2024-02-05,Present
ATT001876,ENR00157,2024-02-12,Absent
ATT001877,ENR00157,2024-02-19,Present
ATT001878,ENR00157,2024-02-26,Late
ATT001879,ENR00157,2024-03-04,Present
ATT001880,ENR00157,2024-03-11,Present
ATT001881,ENR00157,2024-03-18,Present
ATT001882,ENR00157,2024-03-25,Present
ATT001883,ENR00157,2024-04-01,Present
ATT001884,ENR00157,2024-04-08,Present
ATT001885,ENR00158,2024-01-22,Present
ATT001886,ENR00158,2024-01-29,Present
ATT001887,ENR00158,2024-02-05,Present
ATT001888,ENR00158,2024-02-12,Absent
ATT001889,ENR00158,2024-02-19,Present
ATT001890,ENR00158,2024-02-26,Present
ATT001891,ENR00158,2024-03-04,Present
ATT001892,ENR00158,2024-03-11,Present
ATT001893,ENR00158,2024-03-18,Present
ATT001894,ENR00158,2024-03-25,Present
ATT001895,ENR00158,2024-04-01,Present
ATT001896,ENR00158,2024-04-08,Present
ATT001897,ENR00159,2024-01-22,Present
ATT001898,ENR00159,2024-01-29,Absent
ATT001899,ENR00159,2024-02-05,Present
ATT001900,ENR00159,2024-02-12,Present
ATT001901,ENR00159,2024-02-19,Present
ATT001902,ENR00159,2024-02-26,Present
ATT001903,ENR00159,2024-03-04,Present
ATT001904,ENR00159,2024-03-11,Absent
ATT001905,ENR00159,2024-03-18,Late
ATT001906,ENR00159,2024-03-25,Present
ATT001907,ENR00159,2024-04-01,Present
ATT001908,ENR00159,2024-04-08,Absent
ATT001909,ENR00160,2024-01-22,Absent
ATT001910,ENR00160,2024-01-29,Late
ATT001911,ENR00160,2024-02-05,Late
ATT001912,ENR00160,2024-02-12,Present
ATT001913,ENR00160,2024-02-19,Present
ATT001914,ENR00160,2024-02-26,Present
ATT001915,ENR00160,2024-03-04,Present
ATT001916,ENR00160,2024-03-11,Present
ATT001917,ENR00160,2024-03-18,Present
ATT001918,ENR00160,2024-03-25,Absent
ATT001919,ENR00160,2024-04-01,Absent
ATT001920,ENR00160,2024-04-08,Present
ATT001921,ENR00161,2024-01-22,Absent
ATT001922,ENR00161,2024-01-29,Late
ATT001923,ENR00161,2024-02-05,Present
ATT001924,ENR00161,2024-02-12,Absent
ATT001925,ENR00161,2024-02-19,Present
ATT001926,ENR00161,2024-02-26,Present
ATT001927,ENR00161,2024-03-04,Present
ATT001928,ENR00161,2024-03-11,Present
ATT001929,ENR00161,2024-03-18,Present
ATT001930,ENR00161,2024-03-25,Present
ATT001931,ENR00161,2024-04-01,Present
ATT001932,ENR00161,2024-04-08,Present
ATT001933,ENR00162,2024-01-22,Absent
ATT001934,ENR00162,2024-01-29,Present
ATT001935,ENR00162,2024-02-05,Present
ATT001936,ENR00162,2024-02-12,Late
ATT001937,ENR00162,2024-02-19,Present
ATT001938,ENR00162,2024-02-26,Late
ATT001939,ENR00162,2024-03-04,Present
ATT001940,ENR00162,2024-03-11,Present
ATT001941,ENR00162,2024-03-18,Present
ATT001942,ENR00162,2024-03-25,Absent
ATT001943,ENR00162,2024-04-01,Present
ATT001944,ENR00162,2024-04-08,Present
ATT001945,ENR00163,2024-01-22,Present
ATT001946,ENR00163,2024-01-29,Present
ATT001947,ENR00163,2024-02-05,Present
ATT001948,ENR00163,2024-02-12,Absent
ATT001949,ENR00163,2024-02-19,Present
ATT001950,ENR00163,2024-02-26,Absent
ATT001951,ENR00163,2024-03-04,Present
ATT001952,ENR00163,2024-03-11,Present
ATT001953,ENR00163,2024-03-18,Present
ATT001954,ENR00163,2024-03-25,Late
ATT001955,ENR00163,2024-04-01,Absent
ATT001956,ENR00163,2024-04-08,Present
ATT001957,ENR00164,2024-01-22,Absent
ATT001958,ENR00164,2024-01-29,Present
ATT001959,ENR00164,2024-02-05,Absent
ATT001960,ENR00164,2024-02-12,Absent
ATT001961,ENR00164,2024-02-19,Present
ATT001962,ENR00164,2024-02-26,Present
ATT001963,ENR00164,2024-03-04,Present
ATT001964,ENR00164,2024-03-11,Present
ATT001965,ENR00164,2024-03-18,Present
ATT001966,ENR00164,2024-03-25,Present
ATT001967,ENR00164,2024-04-01,Absent
ATT001968,ENR00164,2024-04-08,Present
ATT001969,ENR00165,2024-01-22,Present
ATT001970,ENR00165,2024-01-29,Present
ATT001971,ENR00165,2024-02-05,Present
ATT001972,ENR00165,2024-02-12,Absent
ATT001973,ENR00165,2024-02-19,Present
ATT001974,ENR00165,2024-02-26,Absent
ATT001975,ENR00165,2024-03-04,Present
ATT001976,ENR00165,2024-03-11,Absent
ATT001977,ENR00165,2024-03-18,Present
ATT001978,ENR00165,2024-03-25,Late
ATT001979,ENR00165,2024-04-01,Present
ATT001980,ENR00165,2024-04-08,Present
ATT001981,ENR00166,2024-01-22,Present
ATT001982,ENR00166,2024-01-29,Present
ATT001983,ENR00166,2024-02-05,Present
ATT001984,ENR00166,2024-02-12,Absent
ATT001985,ENR00166,2024-02-19,Present
ATT001986,ENR00166,2024-02-26,Present
ATT001987,ENR00166,2024-03-04,Present
ATT001988,ENR00166,2024-03-11,Present
ATT001989,ENR00166,2024-03-18,Present
ATT001990,ENR00166,2024-03-25,Present
ATT001991,ENR00166,2024-04-01,Present
ATT001992,ENR00166,2024-04-08,Present
ATT001993,ENR00167,2024-01-22,Absent
ATT001994,ENR00167,2024-01-29,Present
ATT001995,ENR00167,2024-02-05,Present
ATT001996,ENR00167,2024-02-12,Present
ATT001997,ENR00167,2024-02-19,Present
ATT001998,ENR00167,2024-02-26,Present
ATT001999,ENR00167,2024-03-04,Late
ATT002000,ENR00167,2024-03-11,Present
ATT002001,ENR00167,2024-03-18,Present
ATT002002,ENR00167,2024-03-25,Absent
ATT002003,ENR00167,2024-04-01,Present
ATT002004,ENR00167,2024-04-08,Late
ATT002005,ENR00168,2024-01-22,Present
ATT002006,ENR00168,2024-01-29,Present
ATT002007,ENR00168,2024-02-05,Present
ATT002008,ENR00168,2024-02-12,Present
ATT002009,ENR00168,2024-02-19,Present
ATT002010,ENR00168,2024-02-26,Late
ATT002011,ENR00168,2024-03-04,Present
ATT002012,ENR00168,2024-03-11,Present
ATT002013,ENR00168,2024-03-18,Present
ATT002014,ENR00168,2024-03-25,Present
ATT002015,ENR00168,2024-04-01,Present
ATT002016,ENR00168,2024-04-08,Late
ATT002017,ENR00169,2024-01-22,Late
ATT002018,ENR00169,2024-01-29,Late
ATT002019,ENR00169,2024-02-05,Present
ATT002020,ENR00169,2024-02-12,Late
ATT002021,ENR00169,2024-02-19,Absent
ATT002022,ENR00169,2024-02-26,Present
ATT002023,ENR00169,2024-03-04,Absent
ATT002024,ENR00169,2024-03-11,Present
ATT002025,ENR00169,2024-03-18,Present
ATT002026,ENR00169,2024-03-25,Present
ATT002027,ENR00169,2024-04-01,Absent
ATT002028,ENR00169,2024-04-08,Present
ATT002029,ENR00170,2024-01-22,Absent
ATT002030,ENR00170,2024-01-29,Present
ATT002031,ENR00170,2024-02-05,Present
ATT002032,ENR00170,2024-02-12,Absent
ATT002033,ENR00170,2024-02-19,Present
ATT002034,ENR00170,2024-02-26,Present
ATT002035,ENR00170,2024-03-04,Late
ATT002036,ENR00170,2024-03-11,Present
ATT002037,ENR00170,2024-03-18,Present
ATT002038,ENR00170,2024-03-25,Late
ATT002039,ENR00170,2024-04-01,Present
ATT002040,ENR00170,2024-04-08,Present
ATT002041,ENR00171,2024-01-22,Present
ATT002042,ENR00171,2024-01-29,Present
ATT002043,ENR00171,2024-02-05,Present
ATT002044,ENR00171,2024-02-12,Present
ATT002045,ENR00171,2024-02-19,Present
ATT002046,ENR00171,2024-02-26,Present
ATT002047,ENR00171,2024-03-04,Present
ATT002048,ENR00171,2024-03-11,Absent
ATT002049,ENR00171,2024-03-18,Present
ATT002050,ENR00171,2024-03-25,Present
ATT002051,ENR00171,2024-04-01,Present
ATT002052,ENR00171,2024-04-08,Present
ATT002053,ENR00172,2024-01-22,Present
ATT002054,ENR00172,2024-01-29,Present
ATT002055,ENR00172,2024-02-05,Present
ATT002056,ENR00172,2024-02-12,Present
ATT002057,ENR00172,2024-02-19,Present
ATT002058,ENR00172,2024-02-26,Present
ATT002059,ENR00172,2024-03-04,Present
ATT002060,ENR00172,2024-03-11,Absent
ATT002061,ENR00172,2024-03-18,Present
ATT002062,ENR00172,2024-03-25,Present
ATT002063,ENR00172,2024-04-01,Present
ATT002064,ENR00172,2024-04-08,Present
ATT002065,ENR00173,2024-01-22,Late
ATT002066,ENR00173,2024-01-29,Present
ATT002067,ENR00173,2024-02-05,Absent
ATT002068,ENR00173,2024-02-12,Present
ATT002069,ENR00173,2024-02-19,Present
ATT002070,ENR00173,2024-02-26,Present
ATT002071,ENR00173,2024-03-04,Present
ATT002072,ENR00173,2024-03-11,Present
ATT002073,ENR00173,2024-03-18,Present
ATT002074,ENR00173,2024-03-25,Present
ATT002075,ENR00173,2024-04-01,Present
ATT002076,ENR00173,2024-04-08,Present
ATT002077,ENR00174,2024-01-22,Absent
ATT002078,ENR00174,2024-01-29,Present
ATT002079,ENR00174,2024-02-05,Present
ATT002080,ENR00174,2024-02-12,Present
ATT002081,ENR00174,2024-02-19,Present
ATT002082,ENR00174,2024-02-26,Present
ATT002083,ENR00174,2024-03-04,Present
ATT002084,ENR00174,2024-03-11,Present
ATT002085,ENR00174,2024-03-18,Present
ATT002086,ENR00174,2024-03-25,Present
ATT002087,ENR00174,2024-04-01,Absent
ATT002088,ENR00174,2024-04-08,Present
ATT002089,ENR00175,2024-01-22,Present
ATT002090,ENR00175,2024-01-29,Present
ATT002091,ENR00175,2024-02-05,Present
ATT002092,ENR00175,2024-02-12,Late
ATT002093,ENR00175,2024-02-19,Present
ATT002094,ENR00175,2024-02-26,Present
ATT002095,ENR00175,2024-03-04,Present
ATT002096,ENR00175,2024-03-11,Present
ATT002097,ENR00175,2024-03-18,Absent
ATT002098,ENR00175,2024-03-25,Late
ATT002099,ENR00175,2024-04-01,Absent
ATT002100,ENR00175,2024-04-08,Present
ATT002101,ENR00176,2024-01-22,Present
ATT002102,ENR00176,2024-01-29,Present
ATT002103,ENR00176,2024-02-05,Late
ATT002104,ENR00176,2024-02-12,Absent
ATT002105,ENR00176,2024-02-19,Present
ATT002106,ENR00176,2024-02-26,Present
ATT002107,ENR00176,2024-03-04,Present
ATT002108,ENR00176,2024-03-11,Present
ATT002109,ENR00176,2024-03-18,Present
ATT002110,ENR00176,2024-03-25,Present
ATT002111,ENR00176,2024-04-01,Absent
ATT002112,ENR00176,2024-04-08,Present
ATT002113,ENR00177,2024-01-22,Present
ATT002114,ENR00177,2024-01-29,Present
ATT002115,ENR00177,2024-02-05,Absent
ATT002116,ENR00177,2024-02-12,Present
ATT002117,ENR00177,2024-02-19,Late
ATT002118,ENR00177,2024-02-26,Present
ATT002119,ENR00177,2024-03-04,Present
ATT002120,ENR00177,2024-03-11,Present
ATT002121,ENR00177,2024-03-18,Present
ATT002122,ENR00177,2024-03-25,Present
ATT002123,ENR00177,2024-04-01,Present
ATT002124,ENR00177,2024-04-08,Present
ATT002125,ENR00178,2024-01-22,Absent
ATT002126,ENR00178,2024-01-29,Late
ATT002127,ENR00178,2024-02-05,Present
ATT002128,ENR00178,2024-02-12,Present
ATT002129,ENR00178,2024-02-19,Present
ATT002130,ENR00178,2024-02-26,Present
ATT002131,ENR00178,2024-03-04,Present
ATT002132,ENR00178,2024-03-11,Present
ATT002133,ENR00178,2024-03-18,Present
ATT002134,ENR00178,2024-03-25,Present
ATT002135,ENR00178,2024-04-01,Late
ATT002136,ENR00178,2024-04-08,Present
ATT002137,ENR00179,2024-01-22,Present
ATT002138,ENR00179,2024-01-29,Present
ATT002139,ENR00179,2024-02-05,Present
ATT002140,ENR00179,2024-02-12,Absent
ATT002141,ENR00179,2024-02-19,Present
ATT002142,ENR00179,2024-02-26,Absent
ATT002143,ENR00179,2024-03-04,Present
ATT002144,ENR00179,2024-03-11,Present
ATT002145,ENR00179,2024-03-18,Present
ATT002146,ENR00179,2024-03-25,Late
ATT002147,ENR00179,2024-04-01,Present
ATT002148,ENR00179,2024-04-08,Present
ATT002149,ENR00180,2024-01-22,Absent
ATT002150,ENR00180,2024-01-29,Present
ATT002151,ENR00180,2024-02-05,Present
ATT002152,ENR00180,2024-02-12,Present
ATT002153,ENR00180,2024-02-19,Present
ATT002154,ENR00180,2024-02-26,Present
ATT002155,ENR00180,2024-03-04,Present
ATT002156,ENR00180,2024-03-11,Present
ATT002157,ENR00180,2024-03-18,Present
ATT002158,ENR00180,2024-03-25,Present
ATT002159,ENR00180,2024-04-01,Present
ATT002160,ENR00180,2024-04-08,Present
ATT002161,ENR00181,2024-01-22,Late
ATT002162,ENR00181,2024-01-29,Present
ATT002163,ENR00181,2024-02-05,Late
ATT002164,ENR00181,2024-02-12,Present
ATT002165,ENR00181,2024-02-19,Present
ATT002166,ENR00181,2024-02-26,Present
ATT002167,ENR00181,2024-03-04,Late
ATT002168,ENR00181,2024-03-11,Present
ATT002169,ENR00181,2024-03-18,Absent
ATT002170,ENR00181,2024-03-25,Late
ATT002171,ENR00181,2024-04-01,Present
ATT002172,ENR00181,2024-04-08,Present
ATT002173,ENR00182,2024-01-22,Present
ATT002174,ENR00182,2024-01-29,Present
ATT002175,ENR00182,2024-02-05,Present
ATT002176,ENR00182,2024-02-12,Late
ATT002177,ENR00182,2024-02-19,Present
ATT002178,ENR00182,2024-02-26,Late
ATT002179,ENR00182,2024-03-04,Present
ATT002180,ENR00182,2024-03-11,Present
ATT002181,ENR00182,2024-03-18,Present
ATT002182,ENR00182,2024-03-25,Present
ATT002183,ENR00182,2024-04-01,Present
ATT002184,ENR00182,2024-04-08,Present
ATT002185,ENR00183,2024-01-22,Present
ATT002186,ENR00183,2024-01-29,Present
ATT002187,ENR00183,2024-02-05,Present
ATT002188,ENR00183,2024-02-12,Absent
ATT002189,ENR00183,2024-02-19,Present
ATT002190,ENR00183,2024-02-26,Present
ATT002191,ENR00183,2024-03-04,Late
ATT002192,ENR00183,2024-03-11,Present
ATT002193,ENR00183,2024-03-18,Present
ATT002194,ENR00183,2024-03-25,Present
ATT002195,ENR00183,2024-04-01,Present
ATT002196,ENR00183,2024-04-08,Present
ATT002197,ENR00184,2024-01-22,Present
ATT002198,ENR00184,2024-01-29,Present
ATT002199,ENR00184,2024-02-05,Present
ATT002200,ENR00184,2024-02-12,Absent
ATT002201,ENR00184,2024-02-19,Present
ATT002202,ENR00184,2024-02-26,Absent
ATT002203,ENR00184,2024-03-04,Present
ATT002204,ENR00184,2024-03-11,Present
ATT002205,ENR00184,2024-03-18,Present
ATT002206,ENR00184,2024-03-25,Late
ATT002207,ENR00184,2024-04-01,Present
ATT002208,ENR00184,2024-04-08,Absent
ATT002209,ENR00185,2024-01-22,Present
ATT002210,ENR00185,2024-01-29,Late
ATT002211,ENR00185,2024-02-05,Present
ATT002212,ENR00185,2024-02-12,Present
ATT002213,ENR00185,2024-02-19,Present
ATT002214,ENR00185,2024-02-26,Present
ATT002215,ENR00185,2024-03-04,Present
ATT002216,ENR00185,2024-03-11,Late
ATT002217,ENR00185,2024-03-18,Present
ATT002218,ENR00185,2024-03-25,Present
ATT002219,ENR00185,2024-04-01,Late
ATT002220,ENR00185,2024-04-08,Present
ATT002221,ENR00186,2024-01-22,Present
ATT002222,ENR00186,2024-01-29,Present
ATT002223,ENR00186,2024-02-05,Present
ATT002224,ENR00186,2024-02-12,Present
ATT002225,ENR00186,2024-02-19,Present
ATT002226,ENR00186,2024-02-26,Present
ATT002227,ENR00186,2024-03-04,Present
ATT002228,ENR00186,2024-03-11,Present
ATT002229,ENR00186,2024-03-18,Present
ATT002230,ENR00186,2024-03-25,Present
ATT002231,ENR00186,2024-04-01,Present
ATT002232,ENR00186,2024-04-08,Present
ATT002233,ENR00187,2024-01-22,Late
ATT002234,ENR00187,2024-01-29,Late
ATT002235,ENR00187,2024-02-05,Late
ATT002236,ENR00187,2024-02-12,Absent
ATT002237,ENR00187,2024-02-19,Present
ATT002238,ENR00187,2024-02-26,Absent
ATT002239,ENR00187,2024-03-04,Absent
ATT002240,ENR00187,2024-03-11,Present
ATT002241,ENR00187,2024-03-18,Absent
ATT002242,ENR00187,2024-03-25,Present
ATT002243,ENR00187,2024-04-01,Present
ATT002244,ENR00187,2024-04-08,Present
ATT002245,ENR00188,2024-01-22,Present
ATT002246,ENR00188,2024-01-29,Present
ATT002247,ENR00188,2024-02-05,Present
